type	latitude	longitude	altitude (m)	name	desc
T	45.974518000	6.893370000	2153.1		
T	45.974281000	6.893290000	2148.7		
T	45.974113000	6.893043000	2146.9		
T	45.974010000	6.893167000	2139.2		
T	45.973888000	6.893035000	2136.5		
T	45.973858000	6.893165000	2131.3		
T	45.973537000	6.892922000	2120.6		
T	45.973000000	6.892830000	2101.7		
T	45.972782000	6.892453000	2093.3		
T	45.972713000	6.892553000	2089.1		
T	45.972660000	6.892526000	2086.8		
T	45.972130000	6.892049000	2076.4		
T	45.971920000	6.891979000	2071.3		
T	45.971821000	6.891806000	2070.3		
T	45.971775000	6.891511000	2071.2		
T	45.971207000	6.890594000	2066.6		
T	45.970959000	6.890321000	2064.6		
T	45.970806000	6.890251000	2059.4		
T	45.970722000	6.890071000	2060.7		
T	45.970322000	6.889699000	2052.2		
T	45.970127000	6.889402000	2053.3		
T	45.969822000	6.889292000	2042.5		
T	45.969791000	6.888132000	2035.3		
T	45.969711000	6.887948000	2033.5		
T	45.969406000	6.887665000	2028.1		
T	45.969322000	6.887478000	2025.5		
T	45.969322000	6.887323000	2022.4		
T	45.969578000	6.886807000	2016.7		
T	45.969406000	6.886348000	2017.1		
T	45.969067000	6.886255000	2016.6		
T	45.968628000	6.886295000	2009.4		
T	45.968494000	6.886186000	2006.5		
T	45.967979000	6.886120000	1996.9		
T	45.967308000	6.885896000	1989.6		
T	45.966290000	6.886078000	1985.8		
T	45.966106000	6.885934000	1985.0		
T	45.965946000	6.885585000	1977.3		
T	45.965935000	6.885302000	1971.6		
T	45.965843000	6.885161000	1966.5		
T	45.965530000	6.885265000	1950.3		
T	45.965336000	6.885474000	1942.4		
T	45.965054000	6.885380000	1932.9		
T	45.964844000	6.885546000	1922.6		
T	45.964520000	6.885595000	1910.8		
T	45.964386000	6.885798000	1902.5		
T	45.964191000	6.885724000	1896.8		
T	45.964085000	6.885866000	1890.9		
T	45.964069000	6.886011000	1888.5		
T	45.963928000	6.885974000	1884.7		
T	45.963814000	6.886069000	1880.0		
T	45.963627000	6.885972000	1874.5		
T	45.963333000	6.886267000	1862.9		
T	45.963001000	6.886315000	1854.0		
T	45.962093000	6.887271000	1855.2		
T	45.961781000	6.887930000	1849.3		
T	45.961510000	6.887776000	1851.6		
T	45.961361000	6.887762000	1852.8		
T	45.961159000	6.887841000	1853.5		
T	45.960876000	6.888124000	1851.3		
T	45.960442000	6.887771000	1864.4		
T	45.960300000	6.887715000	1867.4		
T	45.960064000	6.887764000	1865.0		
T	45.959843000	6.887620000	1864.3		
T	45.959534000	6.887201000	1858.1		
T	45.959564000	6.886608000	1853.5		
T	45.959507000	6.886332000	1851.6		
T	45.958809000	6.885425000	1835.1		
T	45.958950000	6.885402000	1842.3		
T	45.958729000	6.885016000	1841.1		
T	45.958542000	6.884077000	1846.0		
T	45.958370000	6.883929000	1837.7		
T	45.958260000	6.884080000	1829.7		
T	45.958046000	6.883991000	1818.4		
T	45.957993000	6.883822000	1817.6		
T	45.958099000	6.884026000	1821.0		
T	45.958248000	6.884059000	1829.2		
T	45.958321000	6.883925000	1834.9		
T	45.958416000	6.883952000	1840.1		
T	45.958599000	6.884294000	1846.9		
T	45.958645000	6.884675000	1843.8		
T	45.958748000	6.884697000	1849.4		
T	45.958775000	6.884502000	1854.9		
T	45.958923000	6.884883000	1854.0		
T	45.959061000	6.884976000	1857.8		
T	45.959068000	6.884912000	1860.1		
T	45.959087000	6.884977000	1859.0		
T	45.958969000	6.884624000	1863.3		
T	45.958981000	6.884370000	1868.4		
T	45.958870000	6.883951000	1865.5		
T	45.958931000	6.883775000	1870.2		
T	45.958748000	6.883397000	1865.9		
T	45.958363000	6.882079000	1862.1		
T	45.958279000	6.881195000	1858.4		
T	45.958439000	6.880779000	1867.6		
T	45.958355000	6.880730000	1856.9		
T	45.958374000	6.880662000	1855.4		
T	45.958340000	6.880711000	1854.5		
T	45.958714000	6.880178000	1861.1		
T	45.958817000	6.879883000	1857.3		
T	45.959072000	6.879560000	1866.2		
T	45.959213000	6.879166000	1869.8		
T	45.959248000	6.878825000	1871.7		
T	45.959259000	6.878198000	1875.4		
T	45.958904000	6.877740000	1873.3		
T	45.958527000	6.877512000	1870.1		
T	45.958382000	6.877306000	1869.8		
T	45.958641000	6.876735000	1876.6		
T	45.958797000	6.876108000	1877.4		
T	45.958759000	6.875697000	1878.9		
T	45.958652000	6.875382000	1878.4		
T	45.958294000	6.874864000	1880.2		
T	45.958210000	6.874921000	1876.6		
T	45.957912000	6.874818000	1873.6		
T	45.957615000	6.874503000	1875.5		
T	45.957142000	6.874180000	1877.0		
T	45.956795000	6.873721000	1880.7		
T	45.955978000	6.873733000	1875.2		
T	45.955421000	6.873442000	1876.9		
T	45.955322000	6.873469000	1873.5		
T	45.954773000	6.873319000	1872.4		
T	45.954659000	6.873346000	1866.1		
T	45.954197000	6.872587000	1857.3		
T	45.954044000	6.872029000	1861.3		
T	45.953922000	6.871927000	1859.0		
T	45.953716000	6.871961000	1855.0		
T	45.953560000	6.871825000	1864.2		
T	45.953289000	6.871948000	1855.7		
T	45.953030000	6.871516000	1861.3		
T	45.952988000	6.871192000	1867.3		
T	45.952915000	6.871098000	1866.0		
T	45.952766000	6.871072000	1859.4		
T	45.952644000	6.870842000	1867.6		
T	45.952316000	6.870930000	1856.2		
T	45.952179000	6.870835000	1861.6		
T	45.951759000	6.870912000	1855.5		
T	45.951519000	6.870850000	1860.2		
T	45.951401000	6.870940000	1857.5		
T	45.951389000	6.870523000	1855.4		
T	45.951317000	6.870610000	1852.5		
T	45.951340000	6.870078000	1844.8		
T	45.951298000	6.869806000	1839.8		
T	45.951263000	6.869931000	1839.0		
T	45.951229000	6.869886000	1836.9		
T	45.951187000	6.869402000	1829.4		
T	45.950989000	6.869284000	1821.8		
T	45.950462000	6.869334000	1811.7		
T	45.950165000	6.868828000	1811.1		
T	45.949924000	6.868582000	1809.9		
T	45.949417000	6.868160000	1817.8		
T	45.949234000	6.868117000	1819.3		
T	45.949127000	6.867960000	1823.4		
T	45.949036000	6.867930000	1824.1		
T	45.949036000	6.867806000	1827.7		
T	45.948940000	6.867819000	1827.5		
T	45.948757000	6.867688000	1830.3		
T	45.948547000	6.867210000	1838.2		
T	45.948463000	6.867155000	1838.4		
T	45.948353000	6.866746000	1849.5		
T	45.947922000	6.866607000	1846.5		
T	45.947903000	6.866543000	1850.8		
T	45.947769000	6.866546000	1847.2		
T	45.947655000	6.866435000	1851.9		
T	45.947556000	6.866450000	1847.2		
T	45.947449000	6.866308000	1853.6		
T	45.947308000	6.866332000	1845.0		
T	45.947144000	6.866194000	1845.5		
T	45.946976000	6.865913000	1849.6		
T	45.946926000	6.865726000	1853.3		
T	45.946960000	6.865503000	1864.4		
T	45.946815000	6.865211000	1865.7		
T	45.946716000	6.865176000	1860.2		
T	45.946545000	6.864752000	1868.5		
T	45.946278000	6.864349000	1872.0		
T	45.946140000	6.864340000	1867.5		
T	45.945976000	6.864169000	1874.0		
T	45.946259000	6.863534000	1886.1		
T	45.946201000	6.863192000	1883.5		
T	45.946255000	6.862939000	1887.9		
T	45.946499000	6.862558000	1899.4		
T	45.946465000	6.861254000	1877.2		
T	45.946350000	6.860621000	1865.8		
T	45.946308000	6.859915000	1856.3		
T	45.946205000	6.859587000	1856.3		
T	45.944942000	6.858204000	1844.8		
T	45.944839000	6.858197000	1843.1		
T	45.944752000	6.858275000	1840.4		
T	45.944347000	6.858971000	1823.8		
T	45.944248000	6.858990000	1821.9		
T	45.944023000	6.858820000	1820.8		
T	45.943722000	6.858849000	1817.7		
T	45.943375000	6.859084000	1815.4		
T	45.943352000	6.859147000	1815.0		
T	45.943497000	6.859392000	1810.4		
T	45.943264000	6.859129000	1815.6		
T	45.943203000	6.858586000	1821.8		
T	45.943768000	6.857473000	1838.3		
T	45.944061000	6.857287000	1843.2		
T	45.944096000	6.856591000	1855.5		
T	45.944019000	6.856339000	1859.5		
T	45.943695000	6.856183000	1864.0		
T	45.943401000	6.856239000	1868.6		
T	45.942207000	6.857270000	1879.4		
T	45.941914000	6.857351000	1882.8		
T	45.941639000	6.857216000	1886.1		
T	45.941723000	6.856873000	1890.7		
T	45.941669000	6.856600000	1895.4		
T	45.941631000	6.856657000	1894.5		
T	45.941341000	6.856646000	1896.5		
T	45.941158000	6.856738000	1895.5		
T	45.940758000	6.856361000	1902.2		
T	45.940655000	6.856344000	1902.4		
T	45.940147000	6.856657000	1907.4		
T	45.940182000	6.856701000	1905.5		
T	45.940166000	6.856640000	1907.2		
T	45.940166000	6.856710000	1905.6		
T	45.939533000	6.856801000	1917.0		
T	45.939205000	6.856535000	1927.6		
T	45.938862000	6.856452000	1930.3		
T	45.938507000	6.856036000	1937.2		
T	45.938480000	6.855898000	1940.1		
T	45.938580000	6.855646000	1944.7		
T	45.938667000	6.855601000	1946.4		
T	45.938896000	6.855245000	1953.4		
T	45.939217000	6.855083000	1954.3		
T	45.939384000	6.854821000	1956.3		
T	45.939392000	6.854184000	1965.2		
T	45.939342000	6.854071000	1968.4		
T	45.939217000	6.854030000	1970.5		
T	45.939098000	6.853822000	1976.7		
T	45.938885000	6.853663000	1981.3		
T	45.938873000	6.853529000	1983.4		
T	45.938927000	6.853416000	1985.1		
T	45.939453000	6.853032000	1998.7		
T	45.939564000	6.852819000	2006.3		
T	45.939327000	6.852517000	2016.3		
T	45.938957000	6.852240000	2025.8		
T	45.938671000	6.851436000	2042.7		
T	45.938259000	6.850775000	2056.6		
T	45.938198000	6.850579000	2059.3		
T	45.938065000	6.850512000	2062.3		
T	45.938019000	6.850263000	2065.1		
T	45.937977000	6.850461000	2063.1		
T	45.937771000	6.850678000	2061.8		
T	45.937553000	6.850422000	2053.3		
T	45.937599000	6.850406000	2055.5		
T	45.937534000	6.850317000	2053.2		
T	45.937557000	6.850119000	2054.9		
T	45.937862000	6.849338000	2067.3		
T	45.937943000	6.849270000	2069.2		
T	45.937981000	6.849319000	2069.6		
T	45.938026000	6.849617000	2069.4		
T	45.938179000	6.849337000	2071.8		
T	45.938557000	6.849010000	2077.6		
T	45.938618000	6.849113000	2073.9		
T	45.938538000	6.849030000	2076.9		
T	45.938484000	6.849055000	2076.1		
T	45.938255000	6.849231000	2072.6		
T	45.938114000	6.849432000	2070.7		
T	45.938011000	6.849783000	2068.9		
T	45.938019000	6.849849000	2068.8		
T	45.938042000	6.849723000	2069.7		
T	45.938110000	6.850120000	2066.8		
T	45.937893000	6.850625000	2062.3		
T	45.937721000	6.850720000	2059.2		
T	45.937595000	6.850445000	2055.1		
T	45.937355000	6.850931000	2044.4		
T	45.937057000	6.851299000	2044.3		
T	45.936543000	6.851406000	2039.0		
T	45.936188000	6.851739000	2033.3		
T	45.936024000	6.852297000	2027.3		
T	45.936069000	6.852849000	2025.5		
T	45.936218000	6.853382000	2021.0		
T	45.936207000	6.853529000	2015.1		
T	45.936108000	6.853599000	2010.3		
T	45.936077000	6.853723000	2003.9		
T	45.936180000	6.853830000	2000.9		
T	45.936211000	6.853752000	2005.2		
T	45.936344000	6.853721000	2009.2		
T	45.936302000	6.853692000	2009.9		
T	45.936211000	6.853818000	2001.9		
T	45.936260000	6.853561000	2015.2		
T	45.936035000	6.853863000	1996.5		
T	45.936115000	6.853883000	1997.3		
T	45.936066000	6.853881000	1996.4		
T	45.935738000	6.853033000	2004.8		
T	45.935638000	6.852533000	2002.0		
T	45.935883000	6.851213000	1997.2		
T	45.935875000	6.850865000	1991.5		
T	45.935619000	6.851563000	1983.4		
T	45.935623000	6.850862000	1969.4		
T	45.935062000	6.851933000	1943.4		
T	45.935001000	6.851739000	1934.4		
T	45.935024000	6.851075000	1923.8		
T	45.934628000	6.851751000	1903.6		
T	45.934582000	6.851706000	1899.8		
T	45.934586000	6.850910000	1890.1		
T	45.934933000	6.849761000	1872.0		
T	45.934959000	6.849498000	1864.6		
T	45.934883000	6.849756000	1867.5		
T	45.934612000	6.850109000	1860.9		
T	45.934559000	6.850071000	1855.2		
T	45.934643000	6.849373000	1837.4		
T	45.934620000	6.849575000	1839.8		
T	45.934483000	6.849789000	1836.8		
T	45.934418000	6.849691000	1828.1		
T	45.934460000	6.849305000	1823.2		
T	45.934250000	6.849728000	1817.2		
T	45.934200000	6.849601000	1809.9		
T	45.934250000	6.849409000	1808.5		
T	45.934101000	6.848908000	1800.5		
T	45.933983000	6.849450000	1789.9		
T	45.933819000	6.849752000	1788.0		
T	45.933815000	6.849260000	1777.3		
T	45.933716000	6.848896000	1772.7		
T	45.933666000	6.848759000	1771.9		
T	45.933372000	6.848446000	1761.8		
T	45.933296000	6.848179000	1767.8		
T	45.933102000	6.848144000	1755.8		
T	45.932880000	6.847922000	1753.2		
T	45.931965000	6.847802000	1733.2		
T	45.931824000	6.847933000	1722.7		
T	45.931976000	6.847978000	1724.7		
T	45.932178000	6.848267000	1716.5		
T	45.932240000	6.848274000	1718.0		
T	45.932308000	6.848459000	1711.7		
T	45.932404000	6.848487000	1712.9		
T	45.932728000	6.848849000	1708.6		
T	45.932674000	6.848969000	1702.7		
T	45.932365000	6.848922000	1693.5		
T	45.932137000	6.848967000	1685.6		
T	45.931953000	6.848909000	1682.5		
T	45.931854000	6.848762000	1684.9		
T	45.931644000	6.848767000	1677.4		
T	45.931511000	6.848677000	1676.4		
T	45.931175000	6.848604000	1667.7		
T	45.931236000	6.848781000	1661.5		
T	45.931404000	6.848932000	1660.9		
T	45.931435000	6.849284000	1648.6		
T	45.931747000	6.849814000	1644.2		
T	45.931774000	6.849943000	1642.6		
T	45.931728000	6.849937000	1640.5		
T	45.931076000	6.849522000	1626.3		
T	45.930855000	6.849543000	1617.9		
T	45.930504000	6.849173000	1625.6		
T	45.930408000	6.849224000	1621.3		
T	45.930275000	6.849014000	1627.0		
T	45.929459000	6.848444000	1633.6		
T	45.929302000	6.848179000	1641.1		
T	45.929150000	6.848242000	1634.0		
T	45.929047000	6.848100000	1638.8		
T	45.928761000	6.847975000	1640.7		
T	45.928551000	6.847650000	1650.0		
T	45.928452000	6.847599000	1647.7		
T	45.928417000	6.847465000	1652.7		
T	45.928196000	6.847322000	1655.3		
T	45.927940000	6.847283000	1659.9		
T	45.927868000	6.847352000	1658.4		
T	45.927769000	6.847330000	1663.0		
T	45.927750000	6.847463000	1657.4		
T	45.927719000	6.847413000	1661.5		
T	45.927559000	6.847550000	1664.4		
T	45.927464000	6.847548000	1668.5		
T	45.927467000	6.847691000	1662.3		
T	45.927410000	6.847676000	1663.9		
T	45.927357000	6.847786000	1660.2		
T	45.926727000	6.846779000	1662.5		
T	45.926437000	6.846120000	1659.9		
T	45.926357000	6.846113000	1655.0		
T	45.926239000	6.845884000	1655.6		
T	45.926090000	6.845824000	1649.0		
T	45.925789000	6.845448000	1644.1		
T	45.925659000	6.844995000	1654.4		
T	45.925507000	6.845034000	1645.8		
T	45.925068000	6.844722000	1647.7		
T	45.924824000	6.844014000	1645.2		
T	45.924774000	6.844044000	1640.3		
T	45.924637000	6.843942000	1637.7		
T	45.924549000	6.843986000	1632.3		
T	45.924412000	6.843907000	1632.3		
T	45.924343000	6.843651000	1646.1		
T	45.924240000	6.843676000	1642.0		
T	45.924015000	6.843415000	1651.1		
T	45.923622000	6.843314000	1652.2		
T	45.923367000	6.843433000	1648.6		
T	45.923119000	6.843178000	1657.9		
T	45.923019000	6.843192000	1654.2		
T	45.922901000	6.843036000	1654.0		
T	45.922855000	6.843061000	1650.7		
T	45.922813000	6.842778000	1659.0		
T	45.922565000	6.842638000	1648.2		
T	45.922379000	6.842392000	1646.4		
T	45.922325000	6.842419000	1642.0		
T	45.922108000	6.842197000	1642.6		
T	45.921860000	6.842130000	1638.1		
T	45.921616000	6.841965000	1637.3		
T	45.921535000	6.841344000	1637.6		
T	45.921566000	6.840986000	1631.4		
T	45.921440000	6.840165000	1611.8		
T	45.921249000	6.840177000	1600.0		
T	45.921177000	6.840055000	1599.5		
T	45.920990000	6.839974000	1595.4		
T	45.920841000	6.840023000	1589.4		
T	45.920864000	6.839955000	1592.5		
T	45.920811000	6.839922000	1592.3		
T	45.920406000	6.839860000	1585.6		
T	45.920258000	6.839663000	1584.2		
T	45.920135000	6.840222000	1572.8		
T	45.920235000	6.840473000	1568.6		
T	45.920891000	6.840880000	1564.3		
T	45.920784000	6.841277000	1561.8		
T	45.920773000	6.841640000	1564.5		
T	45.920609000	6.842189000	1544.2		
T	45.920589000	6.842693000	1532.5		
T	45.920799000	6.843302000	1524.0		
T	45.921032000	6.843690000	1523.5		
T	45.921101000	6.844107000	1513.5		
T	45.921066000	6.844303000	1503.7		
T	45.921284000	6.844929000	1493.3		
T	45.921234000	6.845750000	1471.2		
T	45.921272000	6.845878000	1469.5		
T	45.921490000	6.846055000	1472.3		
T	45.921669000	6.846421000	1465.0		
T	45.921925000	6.846703000	1466.5		
T	45.922070000	6.846974000	1456.3		
T	45.922470000	6.847256000	1440.7		
T	45.922424000	6.847296000	1438.3		
T	45.922058000	6.847330000	1436.8		
T	45.921856000	6.847247000	1437.8		
T	45.921349000	6.847367000	1413.8		
T	45.921196000	6.847333000	1409.1		
T	45.921024000	6.847140000	1408.7		
T	45.920826000	6.847099000	1403.3		
T	45.920738000	6.847171000	1398.7		
T	45.920471000	6.847219000	1389.9		
T	45.919865000	6.846506000	1380.7		
T	45.919891000	6.846323000	1384.2		
T	45.919720000	6.845942000	1382.9		
T	45.919533000	6.845888000	1375.0		
T	45.919300000	6.845918000	1361.7		
T	45.919121000	6.845506000	1360.3		
T	45.918865000	6.845427000	1346.2		
T	45.918594000	6.844600000	1343.4		
T	45.918159000	6.844231000	1330.0		
T	45.917950000	6.844164000	1326.5		
T	45.917892000	6.843824000	1328.5		
T	45.917591000	6.843497000	1315.2		
T	45.917252000	6.842970000	1309.7		
T	45.916908000	6.842685000	1299.5		
T	45.916859000	6.842706000	1296.6		
T	45.916718000	6.842480000	1300.1		
T	45.916344000	6.842508000	1286.9		
T	45.916149000	6.842377000	1282.7		
T	45.915993000	6.842101000	1275.8		
T	45.915958000	6.841604000	1266.4		
T	45.915791000	6.842072000	1258.9		
T	45.915829000	6.842449000	1261.1		
T	45.915974000	6.842695000	1261.2		
T	45.916065000	6.843123000	1245.0		
T	45.915733000	6.842748000	1244.1		
T	45.915585000	6.842728000	1235.8		
T	45.915272000	6.842366000	1221.6		
T	45.915112000	6.841785000	1205.6		
T	45.915127000	6.841395000	1204.7		
T	45.914986000	6.841413000	1195.2		
T	45.914768000	6.840941000	1195.8		
T	45.914745000	6.841453000	1181.2		
T	45.914486000	6.841046000	1180.7		
T	45.914406000	6.841586000	1159.6		
T	45.914379000	6.841640000	1156.4		
T	45.914337000	6.841513000	1159.4		
T	45.914295000	6.841538000	1156.7		
T	45.914322000	6.841733000	1151.9		
T	45.914276000	6.841778000	1149.0		
T	45.914082000	6.841701000	1141.6		
T	45.913998000	6.842168000	1127.6		
T	45.913952000	6.841947000	1129.1		
T	45.913639000	6.841388000	1125.5		
T	45.913349000	6.841427000	1112.8		
T	45.913219000	6.841512000	1106.6		
T	45.912975000	6.841342000	1103.3		
T	45.912933000	6.841381000	1101.5		
T	45.912979000	6.841197000	1106.7		
T	45.912666000	6.841049000	1105.4		
T	45.912666000	6.840911000	1109.1		
T	45.912716000	6.841362000	1098.0		
T	45.912472000	6.841413000	1094.2		
T	45.912701000	6.841721000	1089.5		
T	45.912521000	6.841863000	1083.4		
T	45.912373000	6.841840000	1082.3		
T	45.912544000	6.842106000	1077.7		
T	45.912521000	6.842161000	1075.9		
T	45.912395000	6.842240000	1072.5		
T	45.912193000	6.842173000	1071.9		
T	45.911953000	6.842266000	1067.1		
T	45.911594000	6.842094000	1066.1		
T	45.911343000	6.842132000	1061.6		
T	45.911232000	6.842089000	1060.4		
T	45.911499000	6.843129000	1048.1		
T	45.911728000	6.843668000	1039.2		
T	45.911713000	6.843973000	1032.6		
T	45.911560000	6.844198000	1027.8		
T	45.911617000	6.845013000	1017.7		
T	45.911533000	6.845002000	1017.5		
T	45.911312000	6.844773000	1018.4		
T	45.911045000	6.844298000	1021.5		
T	45.910740000	6.844027000	1020.8		
T	45.910217000	6.843145000	1023.9		
T	45.909893000	6.842802000	1019.1		
T	45.909389000	6.841841000	1018.7		
T	45.909157000	6.841213000	1021.3		
T	45.908974000	6.840395000	1022.9		
T	45.908836000	6.840118000	1019.8		
T	45.908798000	6.839677000	1019.8		
T	45.908466000	6.838690000	1018.3		
T	45.908337000	6.838448000	1017.5		
T	45.908012000	6.838114000	1012.2		
T	45.907803000	6.837623000	1008.5		
T	45.907707000	6.837247000	1006.6		
T	45.907791000	6.836214000	1015.4		
T	45.907524000	6.835761000	1013.9		
T	45.907280000	6.835624000	1006.7		
T	45.907112000	6.835266000	1007.4		
T	45.906811000	6.834985000	1004.8		
T	45.906567000	6.834325000	1009.3		
T	45.906475000	6.833628000	1018.1		
T	45.906208000	6.833443000	1015.6		
T	45.906101000	6.833111000	1023.7		
T	45.905769000	6.833068000	1011.2		
T	45.905418000	6.832790000	1005.3		
T	45.905209000	6.832240000	1011.9		
T	45.904987000	6.831854000	1011.9		
T	45.904877000	6.831336000	1013.3		
T	45.904095000	6.829941000	1006.2		
T	45.903854000	6.829821000	1003.6		
T	45.903400000	6.829331000	1004.1		
T	45.903004000	6.829098000	999.6		
T	45.902771000	6.828714000	998.1		
T	45.902630000	6.828202000	996.8		
T	45.902645000	6.827885000	997.1		
T	45.902748000	6.827539000	998.7		
T	45.902714000	6.827313000	1000.2		
T	45.902546000	6.827111000	997.8		
T	45.901642000	6.826484000	994.6		
T	45.901554000	6.826281000	994.4		
T	45.901604000	6.825762000	995.2		
T	45.901207000	6.824938000	993.4		
T	45.901005000	6.823730000	996.9		
T	45.900761000	6.822913000	993.8		
T	45.900719000	6.822085000	994.6		
T	45.900600000	6.821798000	992.9		
T	45.900520000	6.821296000	991.1		
T	45.900482000	6.820574000	988.7		
T	45.900532000	6.819937000	989.4		
