type	latitude	longitude	altitude (m)	name	desc
T	45.883579000	7.076187000	2392.4		
T	45.883720000	7.076258000	2399.1		
T	45.883774000	7.076117000	2402.6		
T	45.883789000	7.076187000	2403.0		
T	45.883926000	7.076176000	2410.1		
T	45.884098000	7.075867000	2414.7		
T	45.884277000	7.075852000	2422.7		
T	45.884659000	7.075647000	2434.1		
T	45.885159000	7.075172000	2446.7		
T	45.885353000	7.075085000	2454.0		
T	45.885487000	7.075122000	2459.7		
T	45.885513000	7.075216000	2462.4		
T	45.885563000	7.075104000	2461.3		
T	45.885628000	7.075984000	2473.7		
T	45.885963000	7.076695000	2490.5		
T	45.886017000	7.077023000	2500.3		
T	45.886284000	7.077210000	2508.2		
T	45.887268000	7.077623000	2518.3		
T	45.887932000	7.077802000	2525.3		
T	45.888599000	7.077754000	2530.3		
T	45.888687000	7.077827000	2533.1		
T	45.888889000	7.077844000	2535.7		
T	45.888973000	7.077896000	2535.6		
T	45.888962000	7.077972000	2535.8		
T	45.888992000	7.077899000	2535.4		
T	45.889202000	7.078105000	2528.4		
T	45.889709000	7.078127000	2519.6		
T	45.889805000	7.078065000	2519.9		
T	45.890053000	7.078088000	2516.5		
T	45.890469000	7.078012000	2514.6		
T	45.890968000	7.078361000	2509.1		
T	45.891132000	7.078698000	2505.1		
T	45.891262000	7.078602000	2508.7		
T	45.891392000	7.079434000	2498.2		
T	45.891598000	7.079743000	2495.7		
T	45.891731000	7.080494000	2486.4		
T	45.891941000	7.081017000	2483.3		
T	45.892113000	7.081168000	2485.0		
T	45.891922000	7.081777000	2479.2		
T	45.891911000	7.082141000	2476.1		
T	45.891998000	7.082208000	2477.4		
T	45.892048000	7.082411000	2476.0		
T	45.892181000	7.082600000	2474.2		
T	45.892151000	7.082974000	2467.1		
T	45.892277000	7.083113000	2468.7		
T	45.892208000	7.084171000	2455.8		
T	45.892170000	7.084226000	2456.4		
T	45.892067000	7.084193000	2453.7		
T	45.891659000	7.084625000	2445.9		
T	45.891689000	7.084673000	2446.7		
T	45.891521000	7.084966000	2440.9		
T	45.891411000	7.085358000	2437.1		
T	45.891438000	7.085544000	2434.0		
T	45.891537000	7.085552000	2433.6		
T	45.891670000	7.085784000	2428.1		
T	45.891689000	7.086066000	2425.0		
T	45.891834000	7.086371000	2423.2		
T	45.891949000	7.086839000	2418.5		
T	45.892017000	7.087853000	2410.0		
T	45.891979000	7.088451000	2404.3		
T	45.892147000	7.089810000	2395.4		
T	45.892056000	7.090989000	2385.8		
T	45.892159000	7.091217000	2384.4		
T	45.892166000	7.091657000	2378.2		
T	45.892044000	7.092458000	2368.1		
T	45.892086000	7.093185000	2359.5		
T	45.892185000	7.093489000	2356.9		
T	45.892204000	7.093837000	2351.4		
T	45.892345000	7.094279000	2341.5		
T	45.892483000	7.094473000	2336.2		
T	45.892479000	7.094605000	2333.1		
T	45.892628000	7.094751000	2332.6		
T	45.892742000	7.095061000	2326.2		
T	45.892738000	7.095484000	2316.4		
T	45.892826000	7.095918000	2309.6		
T	45.892906000	7.096011000	2309.0		
T	45.892815000	7.096038000	2308.0		
T	45.893082000	7.096443000	2305.2		
T	45.893131000	7.096790000	2301.3		
T	45.893524000	7.097771000	2295.6		
T	45.893627000	7.098538000	2291.0		
T	45.893936000	7.098976000	2297.6		
T	45.893944000	7.099172000	2290.7		
T	45.894192000	7.099425000	2292.9		
T	45.894253000	7.099848000	2285.4		
T	45.894787000	7.100489000	2288.2		
T	45.895000000	7.100880000	2280.8		
T	45.895267000	7.101812000	2267.9		
T	45.895424000	7.102017000	2268.6		
T	45.895554000	7.102342000	2266.3		
T	45.895554000	7.102553000	2261.4		
T	45.895992000	7.103732000	2257.8		
T	45.896164000	7.104421000	2253.8		
T	45.896271000	7.105410000	2242.9		
T	45.896481000	7.106235000	2235.7		
T	45.896580000	7.106407000	2234.8		
T	45.896717000	7.107005000	2225.7		
T	45.896667000	7.107129000	2222.4		
T	45.896717000	7.107573000	2213.7		
T	45.896973000	7.108431000	2197.1		
T	45.897877000	7.109886000	2168.5		
T	45.897472000	7.109975000	2159.6		
T	45.897339000	7.110067000	2155.6		
T	45.897366000	7.110137000	2153.6		
T	45.897812000	7.110762000	2138.7		
T	45.898464000	7.111278000	2124.8		
T	45.898743000	7.111642000	2114.8		
T	45.899197000	7.111943000	2101.9		
T	45.899513000	7.112040000	2098.6		
T	45.899918000	7.112359000	2090.0		
T	45.899796000	7.112492000	2087.9		
T	45.899529000	7.112592000	2084.0		
T	45.899014000	7.112547000	2078.8		
T	45.898624000	7.112707000	2070.9		
T	45.898827000	7.112763000	2071.0		
T	45.898399000	7.112642000	2070.9		
T	45.898495000	7.112629000	2071.9		
T	45.898521000	7.112684000	2070.7		
T	45.898571000	7.112652000	2071.9		
T	45.898540000	7.112716000	2070.0		
T	45.898460000	7.112620000	2071.9		
T	45.898357000	7.112638000	2070.7		
T	45.898567000	7.112647000	2072.0		
T	45.898510000	7.112598000	2072.8		
T	45.898647000	7.112589000	2074.1		
T	45.898785000	7.112684000	2072.8		
T	45.898590000	7.112602000	2073.3		
T	45.898689000	7.112621000	2073.7		
T	45.898827000	7.112547000	2077.0		
T	45.899605000	7.113153000	2061.7		
T	45.900326000	7.113380000	2053.9		
T	45.900932000	7.113322000	2044.6		
T	45.901142000	7.113083000	2045.0		
T	45.901630000	7.112970000	2042.3		
T	45.902222000	7.113041000	2034.3		
T	45.902607000	7.112865000	2028.4		
T	45.902641000	7.112603000	2030.6		
T	45.903011000	7.112043000	2026.9		
T	45.903248000	7.111952000	2025.4		
T	45.903458000	7.111757000	2022.7		
T	45.903557000	7.111449000	2018.4		
T	45.903454000	7.111097000	2022.6		
T	45.903580000	7.110918000	2012.0		
T	45.903641000	7.110649000	2013.8		
T	45.903786000	7.110738000	2009.0		
T	45.904026000	7.110772000	2004.8		
T	45.904305000	7.110667000	2004.8		
T	45.904617000	7.110417000	2005.4		
T	45.904762000	7.110433000	1998.1		
T	45.904827000	7.110336000	1995.6		
T	45.904877000	7.110442000	1992.0		
T	45.905148000	7.109817000	1984.4		
T	45.905373000	7.109633000	1974.7		
T	45.905384000	7.109395000	1978.0		
T	45.905476000	7.109209000	1974.7		
T	45.906105000	7.108401000	1958.4		
T	45.906128000	7.108075000	1952.7		
T	45.906055000	7.107531000	1955.2		
T	45.906532000	7.107374000	1950.5		
T	45.906605000	7.107100000	1957.2		
T	45.906757000	7.106914000	1961.4		
T	45.907063000	7.106969000	1961.3		
T	45.907333000	7.106763000	1967.1		
T	45.908298000	7.104686000	1994.7		
T	45.908337000	7.104349000	1992.0		
T	45.908230000	7.103951000	2000.1		
T	45.908154000	7.103177000	2004.4		
T	45.908192000	7.102979000	2003.7		
T	45.908554000	7.102013000	2007.6		
T	45.908958000	7.101585000	2003.3		
T	45.909061000	7.101190000	1997.2		
T	45.909073000	7.100698000	1995.7		
T	45.909225000	7.100249000	1988.2		
T	45.909363000	7.100200000	1987.5		
T	45.909489000	7.100089000	1987.3		
T	45.909485000	7.100024000	1989.9		
T	45.909573000	7.100036000	1984.7		
T	45.909668000	7.099882000	1986.4		
T	45.910229000	7.099661000	1980.6		
T	45.910435000	7.099647000	1976.6		
T	45.910648000	7.099719000	1969.2		
T	45.910610000	7.099766000	1967.5		
T	45.910904000	7.099783000	1964.5		
T	45.911186000	7.099880000	1959.2		
T	45.911472000	7.099804000	1956.0		
T	45.911419000	7.099133000	1949.6		
T	45.911201000	7.098606000	1947.7		
T	45.911167000	7.098130000	1937.9		
T	45.910988000	7.097365000	1932.5		
T	45.911026000	7.097141000	1930.8		
T	45.911160000	7.097061000	1927.1		
T	45.911247000	7.096905000	1922.6		
T	45.911125000	7.096358000	1914.7		
T	45.911282000	7.096085000	1909.9		
T	45.911419000	7.096166000	1905.0		
T	45.911503000	7.096117000	1902.3		
T	45.911625000	7.096216000	1898.0		
T	45.911789000	7.096807000	1892.2		
T	45.911865000	7.096913000	1888.7		
T	45.911957000	7.096922000	1883.5		
T	45.912285000	7.097471000	1877.8		
T	45.912437000	7.097949000	1874.2		
T	45.912746000	7.098435000	1863.9		
T	45.913250000	7.099684000	1849.7		
T	45.913422000	7.099832000	1843.3		
T	45.913483000	7.100017000	1842.0		
T	45.913605000	7.100146000	1835.2		
T	45.913631000	7.100332000	1831.9		
T	45.913868000	7.100313000	1823.8		
T	45.914040000	7.100218000	1820.4		
T	45.914436000	7.100470000	1803.4		
T	45.914581000	7.100439000	1799.8		
T	45.914803000	7.100595000	1790.3		
T	45.914764000	7.100637000	1790.5		
T	45.914913000	7.100690000	1786.1		
T	45.915150000	7.100634000	1780.9		
T	45.915462000	7.100851000	1771.0		
T	45.915607000	7.100818000	1767.1		
T	45.915722000	7.100684000	1764.6		
T	45.916035000	7.100647000	1754.0		
T	45.916206000	7.100427000	1743.4		
T	45.916397000	7.100425000	1737.1		
T	45.916569000	7.100566000	1736.9		
T	45.916653000	7.100507000	1732.2		
T	45.916740000	7.100577000	1730.1		
T	45.916939000	7.100545000	1720.3		
T	45.917065000	7.100614000	1713.7		
T	45.917141000	7.100775000	1710.2		
T	45.917233000	7.100819000	1706.2		
T	45.917358000	7.100753000	1696.4		
T	45.917381000	7.100862000	1696.6		
T	45.917561000	7.100883000	1686.0		
T	45.917667000	7.101113000	1680.9		
T	45.917660000	7.101241000	1677.9		
T	45.917953000	7.100925000	1672.0		
T	45.918018000	7.100641000	1676.1		
T	45.918591000	7.100481000	1678.4		
T	45.918777000	7.100591000	1676.8		
T	45.919071000	7.100615000	1676.7		
T	45.919254000	7.100547000	1675.4		
T	45.919865000	7.099868000	1669.5		
T	45.919971000	7.099671000	1672.5		
T	45.920101000	7.099564000	1677.2		
T	45.920387000	7.099523000	1676.7		
T	45.920994000	7.099049000	1681.8		
T	45.921230000	7.098770000	1682.9		
T	45.921364000	7.098391000	1685.7		
T	45.921661000	7.097976000	1683.4		
T	45.921730000	7.097691000	1684.5		
T	45.922009000	7.097379000	1683.7		
T	45.922119000	7.097045000	1683.9		
T	45.922352000	7.096796000	1678.6		
T	45.922596000	7.096277000	1681.6		
T	45.923084000	7.095918000	1678.3		
T	45.923313000	7.096018000	1677.2		
T	45.923664000	7.095937000	1676.0		
T	45.923889000	7.095675000	1676.3		
T	45.924160000	7.095096000	1675.6		
T	45.924397000	7.095704000	1660.6		
T	45.924622000	7.095831000	1654.2		
T	45.924896000	7.096128000	1644.8		
T	45.924862000	7.096268000	1641.7		
T	45.924583000	7.096671000	1635.9		
T	45.924690000	7.096798000	1630.4		
T	45.925076000	7.096555000	1625.0		
T	45.925438000	7.096459000	1617.9		
T	45.925667000	7.096587000	1614.3		
T	45.925758000	7.096557000	1614.4		
T	45.925728000	7.096607000	1614.2		
T	45.925537000	7.096589000	1614.6		
T	45.925583000	7.096484000	1614.7		
T	45.925785000	7.096352000	1615.0		
T	45.926025000	7.096575000	1615.3		
T	45.926270000	7.096498000	1616.2		
T	45.926697000	7.096641000	1620.8		
T	45.927544000	7.096527000	1622.0		
T	45.927879000	7.096330000	1622.8		
T	45.928005000	7.096096000	1620.3		
T	45.928493000	7.095543000	1618.3		
T	45.928787000	7.095427000	1615.0		
T	45.929173000	7.095404000	1608.8		
T	45.929531000	7.095672000	1609.6		
T	45.929981000	7.096339000	1606.7		
T	45.930927000	7.097275000	1600.4		
T	45.931488000	7.098002000	1598.2		
T	45.931755000	7.098513000	1600.1		
T	45.931980000	7.098658000	1599.5		
T	45.932125000	7.098637000	1599.3		
T	45.932198000	7.098890000	1602.0		
T	45.932137000	7.098658000	1599.5		
T	45.932209000	7.098745000	1600.4		
T	45.932659000	7.098618000	1599.6		
T	45.932999000	7.098663000	1601.4		
T	45.933456000	7.098586000	1601.7		
T	45.933544000	7.098625000	1602.1		
T	45.933510000	7.098561000	1601.5		
T	45.933533000	7.098628000	1602.2		
T	45.933624000	7.098551000	1601.4		
T	45.933987000	7.098467000	1600.6		
T	45.934551000	7.098396000	1600.1		
T	45.935795000	7.098422000	1598.9		
T	45.936237000	7.098187000	1595.3		
T	45.936913000	7.097956000	1590.4		
T	45.937065000	7.097922000	1589.0		
T	45.937275000	7.098004000	1588.4		
T	45.936413000	7.096987000	1578.4		
T	45.936325000	7.096731000	1575.4		
T	45.936375000	7.095938000	1576.0		
T	45.937248000	7.095225000	1574.1		
T	45.937359000	7.095237000	1573.7		
T	45.937450000	7.095411000	1572.1		
T	45.937710000	7.095589000	1569.6		
T	45.937931000	7.095554000	1569.5		
T	45.938145000	7.095308000	1568.9		
T	45.938259000	7.095263000	1567.9		
T	45.938499000	7.095446000	1565.2		
T	45.938976000	7.095539000	1562.1		
T	45.939529000	7.095255000	1558.2		
T	45.939884000	7.095357000	1554.5		
T	45.940159000	7.095544000	1550.8		
T	45.940548000	7.095498000	1549.4		
T	45.940735000	7.095577000	1548.1		
T	45.941017000	7.095986000	1542.9		
T	45.941483000	7.096228000	1538.7		
T	45.942223000	7.096081000	1536.1		
T	45.942589000	7.095793000	1535.6		
T	45.942764000	7.095916000	1534.1		
T	45.943321000	7.095894000	1533.2		
T	45.943668000	7.096082000	1527.7		
T	45.944431000	7.096304000	1528.1		
T	45.944599000	7.096490000	1529.1		
T	45.944942000	7.097305000	1529.7		
T	45.945507000	7.098018000	1529.7		
T	45.945560000	7.098290000	1526.7		
T	45.945774000	7.098657000	1521.4		
T	45.946083000	7.098830000	1519.8		
T	45.946171000	7.098988000	1517.4		
T	45.946327000	7.099024000	1517.3		
T	45.946396000	7.099112000	1516.0		
T	45.946499000	7.099098000	1516.3		
T	45.946880000	7.099389000	1511.0		
T	45.947124000	7.099438000	1509.5		
T	45.947407000	7.099603000	1503.6		
T	45.947765000	7.099672000	1501.7		
T	45.947994000	7.099833000	1496.2		
T	45.948399000	7.099854000	1494.7		
T	45.948616000	7.099978000	1494.5		
T	45.948818000	7.100272000	1494.1		
T	45.949207000	7.100527000	1497.8		
T	45.949554000	7.100876000	1503.6		
T	45.949753000	7.101279000	1503.3		
T	45.950111000	7.101655000	1498.9		
T	45.950268000	7.101629000	1501.7		
T	45.950428000	7.101689000	1501.6		
T	45.950535000	7.102011000	1495.0		
T	45.950672000	7.102030000	1493.5		
T	45.950840000	7.101891000	1495.2		
T	45.951130000	7.101882000	1488.7		
T	45.951515000	7.102084000	1476.0		
T	45.952183000	7.102621000	1464.2		
T	45.952385000	7.102659000	1459.8		
T	45.952847000	7.102352000	1458.6		
T	45.953304000	7.102489000	1449.6		
T	45.953739000	7.102761000	1443.9		
T	45.954174000	7.102858000	1442.9		
T	45.955261000	7.103748000	1438.8		
T	45.955978000	7.104625000	1431.8		
T	45.956093000	7.104858000	1429.8		
T	45.956352000	7.105104000	1427.5		
T	45.956551000	7.105207000	1426.0		
T	45.956871000	7.105167000	1426.6		
T	45.956978000	7.105251000	1424.2		
T	45.957031000	7.105137000	1426.3		
T	45.957226000	7.105062000	1426.5		
T	45.957340000	7.105101000	1427.2		
T	45.958195000	7.105834000	1416.0		
T	45.958786000	7.106132000	1408.8		
T	45.958935000	7.106338000	1406.4		
T	45.959213000	7.107060000	1398.4		
T	45.959583000	7.107736000	1394.4		
T	45.959724000	7.108264000	1384.3		
T	45.959827000	7.108402000	1383.4		
T	45.960106000	7.108577000	1380.2		
T	45.960667000	7.108742000	1373.2		
T	45.961433000	7.108540000	1373.3		
T	45.961948000	7.108660000	1371.6		
T	45.962437000	7.108435000	1373.1		
T	45.962681000	7.108399000	1373.4		
T	45.962788000	7.108308000	1374.5		
T	45.963104000	7.108285000	1374.7		
T	45.963501000	7.108139000	1376.8		
T	45.963993000	7.108218000	1373.5		
T	45.964241000	7.108337000	1370.1		
T	45.964664000	7.108378000	1365.0		
T	45.964905000	7.108243000	1363.1		
T	45.965233000	7.108207000	1359.5		
T	45.965355000	7.108088000	1359.4		
T	45.965893000	7.108120000	1366.8		
T	45.966267000	7.108338000	1371.1		
T	45.966454000	7.108685000	1369.7		
T	45.966698000	7.108829000	1374.2		
T	45.966785000	7.108795000	1378.2		
T	45.967159000	7.109072000	1382.7		
T	45.967430000	7.109216000	1386.8		
T	45.967587000	7.109210000	1392.0		
T	45.967712000	7.109329000	1389.9		
T	45.968315000	7.109187000	1404.7		
T	45.968941000	7.109322000	1403.2		
T	45.969334000	7.109169000	1409.4		
T	45.969479000	7.109299000	1401.4		
T	45.970284000	7.109635000	1390.0		
T	45.970482000	7.109562000	1387.4		
T	45.970654000	7.109375000	1399.4		
T	45.970757000	7.109398000	1400.5		
T	45.970860000	7.109616000	1397.7		
T	45.970829000	7.109766000	1390.1		
T	45.970768000	7.109618000	1391.9		
T	45.970860000	7.109919000	1386.2		
T	45.971088000	7.110179000	1379.4		
T	45.970871000	7.110110000	1376.6		
T	45.970951000	7.110274000	1368.6		
T	45.970905000	7.110279000	1367.0		
T	45.970921000	7.110415000	1359.8		
T	45.971107000	7.110463000	1361.6		
T	45.971176000	7.110720000	1349.8		
T	45.971272000	7.110732000	1352.2		
T	45.971401000	7.110969000	1342.7		
T	45.971497000	7.111010000	1344.3		
T	45.971542000	7.111230000	1335.6		
T	45.971706000	7.111417000	1332.4		
T	45.971802000	7.111362000	1335.3		
T	45.972237000	7.111583000	1324.5		
T	45.972481000	7.111535000	1325.7		
T	45.972778000	7.111645000	1326.1		
T	45.972977000	7.111881000	1320.7		
T	45.973385000	7.111940000	1324.9		
T	45.973515000	7.112024000	1318.9		
T	45.973598000	7.111971000	1321.6		
T	45.973907000	7.112001000	1316.9		
T	45.974255000	7.111916000	1320.1		
T	45.974720000	7.112063000	1321.1		
T	45.974743000	7.112124000	1316.6		
T	45.975174000	7.112312000	1317.6		
T	45.975292000	7.112468000	1315.5		
T	45.975536000	7.112583000	1314.2		
T	45.975697000	7.112578000	1316.7		
T	45.975952000	7.112784000	1311.9		
T	45.976189000	7.112846000	1314.9		
T	45.976414000	7.112990000	1317.0		
T	45.976646000	7.113338000	1313.5		
T	45.976910000	7.113441000	1312.3		
T	45.977154000	7.113283000	1314.2		
T	45.977348000	7.113284000	1310.4		
T	45.977757000	7.113039000	1311.1		
T	45.978401000	7.113106000	1307.9		
T	45.978561000	7.113041000	1311.9		
T	45.978828000	7.113057000	1307.8		
T	45.979359000	7.112771000	1310.5		
T	45.979778000	7.112729000	1307.3		
T	45.979729000	7.112693000	1310.8		
T	45.979744000	7.113299000	1302.6		
T	45.979622000	7.114829000	1287.1		
T	45.979202000	7.116819000	1279.2		
T	45.978912000	7.117796000	1277.4		
T	45.978928000	7.118068000	1275.0		
T	45.979244000	7.119396000	1267.5		
T	45.979309000	7.120056000	1267.6		
T	45.979645000	7.120577000	1270.5		
T	45.979889000	7.121447000	1264.2		
T	45.980431000	7.122499000	1241.3		
T	45.980488000	7.122778000	1236.0		
T	45.980766000	7.123385000	1227.8		
T	45.981274000	7.124201000	1205.3		
T	45.981224000	7.124178000	1207.2		
T	45.981346000	7.124039000	1204.2		
T	45.981419000	7.123761000	1203.8		
T	45.981640000	7.123437000	1204.8		
T	45.982281000	7.123091000	1202.4		
T	45.982620000	7.122775000	1201.9		
T	45.983234000	7.122650000	1202.5		
T	45.983856000	7.122393000	1201.5		
T	45.984127000	7.122162000	1200.3		
T	45.984344000	7.121868000	1198.9		
T	45.984982000	7.121404000	1195.0		
T	45.985142000	7.121220000	1194.4		
T	45.985352000	7.121237000	1193.5		
T	45.986019000	7.121641000	1191.9		
T	45.986164000	7.121662000	1191.6		
T	45.986568000	7.121429000	1188.9		
T	45.986820000	7.121400000	1188.5		
T	45.987167000	7.121671000	1185.9		
T	45.987743000	7.122652000	1177.0		
T	45.988117000	7.122818000	1172.0		
T	45.988335000	7.123388000	1167.8		
T	45.988548000	7.123690000	1164.7		
T	45.989056000	7.123866000	1160.4		
T	45.989277000	7.124013000	1157.6		
T	45.989471000	7.124799000	1154.4		
T	45.989426000	7.124911000	1154.2		
T	45.989330000	7.124959000	1153.4		
T	45.989170000	7.125336000	1150.4		
T	45.988960000	7.125538000	1150.0		
T	45.988895000	7.125970000	1153.3		
T	45.988968000	7.126147000	1151.8		
T	45.989246000	7.126358000	1150.7		
T	45.989597000	7.126485000	1148.7		
T	45.990040000	7.126750000	1146.4		
T	45.990639000	7.126674000	1143.4		
T	45.991474000	7.126849000	1136.1		
T	45.992737000	7.126643000	1125.0		
T	45.993069000	7.126688000	1123.8		
T	45.993702000	7.127068000	1119.8		
T	45.994198000	7.127144000	1114.7		
T	45.994205000	7.127225000	1115.3		
T	45.994324000	7.127174000	1112.4		
T	45.994377000	7.127329000	1113.6		
T	45.994629000	7.127546000	1112.8		
T	45.995155000	7.127803000	1110.1		
T	45.995213000	7.127934000	1110.4		
T	45.995506000	7.128046000	1109.1		
T	45.995613000	7.128003000	1108.5		
T	45.995728000	7.128082000	1108.8		
T	45.996140000	7.128090000	1106.4		
T	45.996231000	7.128171000	1107.2		
T	45.996521000	7.128220000	1106.7		
T	45.996910000	7.128172000	1105.1		
T	45.997227000	7.128237000	1108.7		
T	45.997532000	7.128193000	1111.0		
T	45.997814000	7.128028000	1111.8		
T	45.997967000	7.128028000	1109.6		
T	45.998184000	7.128306000	1115.9		
T	45.998268000	7.127982000	1111.4		
T	45.998348000	7.127890000	1111.0		
T	45.999058000	7.127906000	1106.7		
T	45.999847000	7.128309000	1096.8		
T	46.000286000	7.128135000	1090.8		
T	46.000580000	7.128147000	1090.6		
T	46.000851000	7.127849000	1084.3		
T	46.001499000	7.127454000	1074.2		
T	46.001541000	7.127336000	1071.7		
T	46.001858000	7.127266000	1070.2		
T	46.002136000	7.126940000	1063.0		
T	46.002441000	7.126825000	1061.4		
T	46.002617000	7.126525000	1056.2		
T	46.002628000	7.126090000	1053.5		
T	46.002739000	7.125710000	1056.8		
T	46.003090000	7.125586000	1054.7		
T	46.004379000	7.124837000	1052.6		
T	46.005058000	7.124269000	1052.9		
T	46.005718000	7.124112000	1056.4		
T	46.005863000	7.123850000	1061.8		
T	46.006004000	7.123774000	1063.9		
T	46.006001000	7.123293000	1071.9		
T	46.006145000	7.123084000	1075.7		
T	46.006241000	7.123084000	1079.0		
T	46.006432000	7.123469000	1083.6		
T	46.006531000	7.123530000	1083.8		
T	46.006920000	7.123412000	1089.0		
T	46.007099000	7.123160000	1095.9		
T	46.007263000	7.123162000	1095.5		
T	46.007420000	7.123286000	1096.4		
T	46.007637000	7.122987000	1106.9		
T	46.007889000	7.122937000	1108.8		
T	46.008232000	7.123006000	1108.4		
T	46.008671000	7.123249000	1108.8		
T	46.008736000	7.123181000	1114.2		
T	46.008930000	7.123219000	1121.0		
T	46.009464000	7.123482000	1133.8		
T	46.009541000	7.123391000	1135.6		
T	46.009457000	7.123395000	1137.3		
T	46.009422000	7.123123000	1146.0		
T	46.009518000	7.122996000	1148.0		
T	46.009430000	7.123075000	1147.8		
T	46.009380000	7.122968000	1148.5		
T	46.009415000	7.122810000	1152.7		
T	46.009624000	7.122561000	1152.9		
T	46.009598000	7.122221000	1159.6		
T	46.009666000	7.121797000	1165.6		
T	46.009846000	7.121355000	1172.4		
T	46.010132000	7.120983000	1171.8		
T	46.010345000	7.120340000	1182.9		
T	46.010689000	7.120007000	1193.2		
T	46.010780000	7.120059000	1190.3		
T	46.010872000	7.120008000	1190.9		
T	46.010971000	7.119749000	1194.3		
T	46.011036000	7.119233000	1194.4		
T	46.011047000	7.119389000	1191.3		
T	46.010979000	7.119513000	1197.7		
T	46.011040000	7.119236000	1193.9		
T	46.010948000	7.119071000	1204.7		
T	46.010983000	7.118783000	1205.8		
T	46.011173000	7.118387000	1210.9		
T	46.011204000	7.118182000	1214.8		
T	46.011421000	7.117863000	1212.4		
T	46.011574000	7.117947000	1219.7		
T	46.011845000	7.119465000	1227.2		
T	46.012123000	7.119601000	1230.0		
T	46.012531000	7.119550000	1242.1		
T	46.012959000	7.119775000	1248.7		
T	46.013924000	7.120958000	1268.5		
T	46.013962000	7.120836000	1270.3		
T	46.013847000	7.120297000	1280.1		
T	46.013889000	7.120175000	1285.0		
T	46.014221000	7.119844000	1290.5		
T	46.014240000	7.119697000	1296.6		
T	46.014343000	7.119713000	1295.2		
T	46.014435000	7.119616000	1300.1		
T	46.014664000	7.119656000	1301.5		
T	46.015041000	7.119588000	1309.7		
T	46.015446000	7.119776000	1308.8		
T	46.015968000	7.119717000	1317.2		
T	46.015995000	7.119635000	1318.7		
T	46.016132000	7.119598000	1314.3		
T	46.016205000	7.119364000	1313.3		
T	46.016403000	7.119201000	1308.8		
T	46.016747000	7.119185000	1311.5		
T	46.016972000	7.118992000	1313.6		
T	46.017387000	7.118939000	1311.3		
T	46.017635000	7.118822000	1318.6		
T	46.017841000	7.118883000	1323.6		
T	46.018230000	7.119589000	1329.8		
T	46.018372000	7.119685000	1336.7		
T	46.018368000	7.119805000	1333.2		
T	46.018513000	7.119787000	1342.1		
T	46.018581000	7.119894000	1342.8		
T	46.018547000	7.120018000	1337.3		
T	46.018715000	7.119910000	1345.3		
T	46.018749000	7.119956000	1344.1		
T	46.018913000	7.119935000	1346.0		
T	46.018871000	7.119991000	1344.2		
T	46.018684000	7.119894000	1345.4		
T	46.018269000	7.119170000	1344.7		
T	46.018223000	7.118736000	1352.4		
T	46.018284000	7.118149000	1367.1		
T	46.018379000	7.118157000	1372.9		
T	46.018478000	7.118466000	1376.8		
T	46.018452000	7.118066000	1378.7		
T	46.018520000	7.117909000	1386.4		
T	46.018665000	7.117973000	1392.0		
T	46.018764000	7.118206000	1395.9		
T	46.018791000	7.118078000	1396.5		
T	46.018845000	7.118072000	1399.0		
T	46.018997000	7.118236000	1403.0		
T	46.019382000	7.118381000	1405.0		
T	46.019493000	7.118636000	1400.8		
T	46.019814000	7.118825000	1403.1		
T	46.020058000	7.118832000	1405.8		
T	46.020386000	7.118959000	1402.5		
T	46.020515000	7.118870000	1402.7		
T	46.020569000	7.118696000	1401.8		
T	46.021244000	7.119161000	1391.6		
T	46.021725000	7.119191000	1396.3		
T	46.021969000	7.119489000	1394.2		
T	46.022163000	7.119580000	1398.7		
T	46.022278000	7.119825000	1394.8		
T	46.022552000	7.120018000	1392.8		
T	46.023014000	7.120128000	1399.8		
T	46.023392000	7.120558000	1404.9		
T	46.023663000	7.120636000	1412.4		
T	46.023693000	7.120584000	1413.3		
T	46.023949000	7.120625000	1417.3		
T	46.024044000	7.120898000	1417.0		
T	46.024353000	7.120807000	1421.5		
T	46.024700000	7.120857000	1425.8		
T	46.025211000	7.120769000	1430.4		
T	46.025337000	7.120662000	1433.2		
T	46.025440000	7.120677000	1434.9		
T	46.025524000	7.120501000	1435.7		
T	46.025772000	7.120321000	1438.5		
T	46.025928000	7.120331000	1441.7		
T	46.026260000	7.120609000	1452.3		
T	46.026367000	7.120846000	1453.6		
T	46.026840000	7.120947000	1464.5		
T	46.026989000	7.120682000	1468.7		
T	46.027199000	7.120499000	1468.9		
T	46.027229000	7.120295000	1468.0		
T	46.027000000	7.120019000	1471.1		
T	46.026920000	7.119518000	1469.1		
T	46.026894000	7.119126000	1470.1		
T	46.027061000	7.118371000	1470.4		
T	46.027065000	7.118069000	1469.9		
T	46.026981000	7.117897000	1468.9		
T	46.027031000	7.117616000	1468.2		
T	46.026913000	7.116820000	1467.9		
T	46.026787000	7.116413000	1469.3		
T	46.026646000	7.116216000	1469.1		
T	46.026634000	7.116064000	1468.0		
T	46.026760000	7.115489000	1469.5		
T	46.026997000	7.115100000	1469.5		
T	46.027218000	7.114886000	1469.3		
T	46.027615000	7.114075000	1469.9		
T	46.027737000	7.113939000	1470.0		
T	46.028141000	7.113943000	1468.4		
T	46.028172000	7.113885000	1468.6		
T	46.028316000	7.113872000	1468.2		
T	46.029011000	7.113036000	1468.2		
T	46.029354000	7.112989000	1467.2		
T	46.029541000	7.112882000	1467.8		
